ElastomerID,PITTagID,FinalID,OldNew,Date,Stream,Reach,SurNum,Primary,Species,Sex,RawLongLoc,CorrLongLoc,Stage,Meso,LatLoc,SubSize,SubType,Metamorph,TailRemoved,TailRegrown,FieldSVL,PhotoSVL,MassMg,HeadLength,HeadWidth,TrunkLength,TrunkWidth,HumerousLength,FemurLength,TailWidth,TailHeight,Photo,Photo2,Photo3,Tissue,Diet,CORT,Notes,Remove,Reason,Action,Last3Digits
GPP2-5-6,NA,GPP2-5-6,N,7/20/2014,Paradise,Upper,24,8,GP,NA,169,919,L,PL,WE,200,R,N,10,10,NA,53.83,2300,13.75,8.02,30.87,7.15,3.78,3.9,NA,NA,(105)88-90,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-5-7,NA,GPP2-5-7,N,7/20/2014,Paradise,Upper,24,8,GP,NA,187,937,L,RF,WE,350,R,N,0,0,NA,39.86,1100,10.74,6.48,24.36,5.17,2.34,2.87,NA,NA,(105)91-92,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-5-8,NA,GPP2-5-8,N,7/20/2014,Paradise,Upper,24,8,GP,F,191,941,A,PL,WE,250,R,N,10,5,NA,73.62,6700,18.69,9.77,45.88,10.16,5.03,5.24,NA,NA,(105)93-94,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-5-8,NA,GPP2-5-8,O,8/22/2015,Paradise,Upper,36,12,GP,F,191,941,A,RF,T,400,R,N,10,10,NA,82.01,9300,21.51,13.01,56.36,11.97,6.37,4.92,NA,NA,(106)823-824,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-6,NA,GPP2-6,N,6/29/2014,Paradise,Upper,20,7,GP,NA,175,925,L,PL,T,300,R,N,0,0,NA,53.09,3500,11.13,9.82,33.41,9.02,2.41,2.39,NA,NA,(104) 487-488,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-6,NA,GPP2-6,O,6/27/2015,Paradise,Upper,29,10,GP,NA,169,919,L,PL,T,350,R,N,0,0,NA,60.02,5400,15.55,11.03,40.95,10.51,4.14,2.57,NA,NA,(106)178-179,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-6-7,NA,GPP2-6-7,N,7/20/2014,Paradise,Upper,24,8,GP,NA,210,960,L,PL,WE,400,R,N,0,0,NA,67.07,5200,12.1,11.19,37.62,10.35,3.91,3.79,NA,NA,(105)95-96,NA,NA,NA,NA,NA,bulge on right side of head,N,NA,NA,NA
GPP2-6-8,NA,GPP2-6-8,N,7/20/2014,Paradise,Upper,24,8,GP,NA,215,965,L,PL,T,350,R,N,0,0,NA,49.79,2000,12.4,7.31,27.67,7.72,2.86,3.03,NA,NA,(105)97-98,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-7,NA,GPP2-7,N,6/29/2014,Paradise,Upper,20,7,GP,NA,177,927,L,PL,T,150,R,N,15,10,NA,67.93,6000,17.02,11.11,40.75,10.49,3.45,2.58,NA,NA,(104) 491-492,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-7-8,NA,GPP2-7-8,N,7/20/2014,Paradise,Upper,24,8,GP,F,216,966,A,PL,WE,200,R,N,20,15,NA,96.45,15000,23.88,12.7,56.23,12.9,5.66,5.65,NA,NA,(105)99-100,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-8,NA,GPP2-8,N,6/29/2014,Paradise,Upper,20,7,GP,NA,179,929,L,RF,T,250,R,N,10,5,NA,49.61,2100,10.79,8.6,30.22,7.31,2.88,2.93,NA,NA,(104) 493-494,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-8,NA,GPP2-8,O,7/16/2015,Paradise,Upper,31,11,GP,NA,167,917,L,PL,T,400,R,N,10,10,NA,54.48,2900,14.53,9.82,35.75,8.51,2.74,2.53,NA,NA,(108)27-28,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP2-8,GP999002018052824,GPP2-8,O,7/19/2018,Paradise,Upper,41,14,GP,U,210,960,L,PL,T,250,R,N,0,0,NA,65.57,5300,18.07,11.12,45.09,10.21,3.3,3.39,NA,NA,1090782,NA,NA,Y,Y,NA,NA,N,NA,NA,824
GPP3,NA,GPP3,N,6/21/2014,Paradise,Upper,19,7,GP,NA,65,815,L,PL,WE,500,R,N,0,0,NA,35.07,1100,10.58,7.26,20.45,5.92,2.08,1.94,NA,NA,(104) 246-248,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-4,NA,GPP3-4,N,6/29/2014,Paradise,Upper,20,7,GP,NA,183,933,L,PL,WE,350,R,N,0,0,NA,40.72,1800,11.13,8.21,29.06,7.06,2.69,2.1,NA,NA,(104) 495-496,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-4-5,NA,GPP3-4-5,N,7/20/2014,Paradise,Upper,24,8,GP,M,283,1033,A,PL,WE,500,R,N,0,0,NA,71.75,7000,14.05,11.16,52.09,11.4,5.55,5.22,NA,NA,(105)109-110,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-4-5,NA,GPP3-4-5,O,8/9/2015,Paradise,Upper,34,12,GP,M,272,1022,A,PL,WE,400,R,N,10,5,NA,78.51,8500,19.84,12.21,53.24,12.47,3.62,6.56,NA,NA,(108)515-517,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-4-6,NA,GPP3-4-6,N,7/20/2014,Paradise,Upper,24,8,GP,NA,300,1050,M,PL,T,350,R,Y,10,0,NA,77.32,8400,18.45,11.06,47.45,10.73,3.61,5.55,NA,NA,(105)111-112,NA,NA,NA,NA,NA,Almost adult like gills,N,NA,NA,NA
GPP3-4-7,NA,GPP3-4-7,N,7/14/2014,Paradise,Upper,23,8,GP,F,477,1227,A,PL,WE,400,R,N,0,0,NA,71.34,6000,17.42,9.36,44.91,9.36,4.69,5.94,NA,NA,(104) 950-951,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-4-8,NA,GPP3-4-8,N,7/20/2014,Paradise,Upper,24,8,GP,M,410,1160,A,RF,T,300,R,N,10,0,NA,74.44,8500,18.33,11.59,50.7,11.74,6.59,4.21,NA,NA,(105)120-121,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-4-8,NA,GPP3-4-8,O,8/22/2015,Paradise,Upper,36,12,GP,M,401,1151,A,RF,T,450,R,N,0,0,NA,83.56,10500,22.1,13.16,57.5,12.52,5.15,5.32,NA,NA,(108)927-928,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-5,NA,GPP3-5,N,6/29/2014,Paradise,Upper,20,7,GP,NA,339,1089,L,RF,WE,200,R,N,0,0,NA,59.61,4600,13.74,10.43,36.65,9.83,2.64,2.31,NA,NA,(104) 505-506,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-5,NA,GPP3-5,O,8/5/2014,Paradise,Upper,26,9,GP,NA,338,1088,L,PL,WE,300,R,N,5,3,NA,67.64,4800,14.95,9.84,40.83,9.61,3.34,3.45,NA,NA,(105)553-554,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-5,NA,GPP3-5,O,7/10/2015,Paradise,Upper,30,10,GP,NA,338,1088,L,RF,WE,150,R,N,5,3,NA,70.98,5800,19.51,12.44,48.43,11.17,4.76,3.76,NA,NA,(106)425-426,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-5,NA,GPP3-5,O,7/16/2015,Paradise,Upper,31,11,GP,NA,339,1089,L,PL,T,250,R,N,5,5,NA,62.58,6100,13,10.8,43.34,10.12,3.37,3.35,NA,NA,(108)49-50,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-5-6,NA,GPP3-5-6,N,7/20/2014,Paradise,Upper,24,8,GP,NA,421,1171,L,PL,T,350,R,N,0,0,NA,62.16,4600,14.62,9.04,40.57,9.73,2.91,3.92,NA,NA,(105)124-125,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-5-7,NA,GPP3-5-7,N,7/20/2014,Paradise,Upper,24,8,GP,NA,445,1195,L,RF,WE,750,R,N,0,0,NA,56.35,3700,13.33,9,33.79,8.02,4,4.15,NA,NA,()126,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-5-8,NA,GPP3-5-8,N,8/1/2014,Paradise,Upper,25,9,GP,M,160,910,A,RF,T,300,R,N,0,0,NA,80.77,9900,18.54,11.66,45.71,11.72,5.11,4.13,NA,NA,(104) 505-506,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-6,NA,GPP3-6,N,6/29/2014,Paradise,Upper,20,7,GP,NA,390,1140,L,RF,WE,300,R,N,10,10,NA,51.47,2600,13.73,8.94,32.86,8.02,2.9,2.31,NA,NA,(104) 505-506,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-6,NA,GPP3-6,O,8/22/2015,Paradise,Upper,36,12,GP,NA,379,1129,L,PL,T,400,R,N,0,0,NA,57.77,3600,12.67,10.09,41.27,9.6,4.1,4.15,NA,NA,(108)920-922,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-6-7,NA,GPP3-6-7,N,8/1/2014,Paradise,Upper,25,9,GP,NA,169,919,L,RF,T,350,R,Y,10,5,NA,63.83,6400,14.95,10.93,45.42,10.9,4.77,4.17,NA,NA,(105)317-318,NA,NA,NA,NA,NA,M COLORS,N,NA,NA,NA
GPP3-6-7,NA,GPP3-6-7,O,8/22/2015,Paradise,Upper,36,12,GP,F,20,770,A,PL,WE,150,R,N,40,20,NA,70.89,5600,16.46,11.06,48.24,10.98,4.46,5.69,NA,NA,(106)806-807,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-6-8,NA,GPP3-6-8,N,8/1/2014,Paradise,Upper,25,9,GP,M,187,937,A,RF,WE,350,R,N,0,0,NA,94.23,11000,22.22,13.42,54.03,13.5,4.74,6.23,NA,NA,(105)323-324,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-7,NA,GPP3-7,N,6/29/2014,Paradise,Upper,20,7,GP,NA,406,1156,L,RF,WE,550,R,N,0,0,NA,60.3,4300,14.88,11.08,39.16,9.78,3.34,2.81,NA,NA,(104) 513-514,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-7-8,NA,GPP3-7-8,N,8/1/2014,Paradise,Upper,25,9,GP,NA,210,960,A,RF,WE,400,R,N,0,0,NA,78,6700,18.54,10.38,47.2,10.06,4.74,6.6,NA,NA,(105)325-326,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-8,NA,GPP3-8,N,7/2/2014,Paradise,Upper,21,7,GP,NA,17,767,L,PL,WE,350,R,N,0,0,NA,48.8,2500,12.47,8.87,30.46,7.85,2.52,3.01,NA,NA,(104) 620-621,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-8,NA,GPP3-8,O,7/14/2014,Paradise,Upper,23,8,GP,NA,14,764,L,PL,WE,400,R,N,20,0,NA,54.14,2400,18.52,8.6,26.2,6.44,2.97,4.59,NA,NA,(104) 907-908,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-8,NA,GPP3-8,O,6/18/2015,Paradise,Upper,28,10,GP,NA,13,763,L,RF,T,400,R,N,10,10,NA,56.45,3800,13.1,10.9,37.65,9.63,3.17,3.64,NA,NA,(106)1-3,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP3-8,NA,GPP3-8,O,7/10/2015,Paradise,Upper,30,10,GP,NA,17,767,L,PL,T,200,R,N,3,0,NA,57.24,3900,12.3,10.42,40.65,10.1,3.82,3.43,NA,NA,(106)383-384,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4,NA,GPP4,N,6/21/2014,Paradise,Upper,19,7,GP,NA,84,834,L,PL,T,400,R,N,0,0,NA,33.14,800,10.66,6.38,21.55,5.54,2.32,2.45,NA,NA,(104) 249-250,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4-5,NA,GPP4-5,N,7/2/2014,Paradise,Upper,21,7,GP,F,20,770,A,PL,WE,300,R,N,25,10,NA,71.33,5400,18.08,12.35,44.78,10.31,4.93,4.19,NA,NA,(104) 622-623,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4-5-6,NA,GPP4-5-6,N,8/1/2014,Paradise,Upper,25,9,GP,NA,271,1021,A,RF,T,300,R,N,30,30,NA,94.77,11500,22.17,12.6,58.21,13.4,5.23,7.75,NA,NA,(105)329-331,NA,NA,NA,NA,NA,2 CATAPILLAR THROW UP,N,NA,NA,NA
GPP4-5-7,NA,GPP4-5-7,N,8/1/2014,Paradise,Upper,25,9,GP,M,350,1100,A,PL,WE,NA,R,N,0,0,NA,86.25,14750,22.62,14.67,50.05,14.15,5.55,6.03,NA,NA,(105)332-333,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4-5-8,NA,GPP4-5-8,N,8/1/2014,Paradise,Upper,25,9,GP,M,369,1119,L,RF,T,300,R,N,10,5,NA,49.61,1800,11.11,9.51,30.55,7.22,2.59,3.81,NA,NA,(105)334-335,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4-6,NA,GPP4-6,N,7/2/2014,Paradise,Upper,21,7,GP,NA,137,887,L,RF,WE,450,R,N,0,0,NA,73.86,7700,15.34,11.74,44.64,11.64,4.91,4.41,NA,NA,(104) 628-629,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4-6-7,NA,GPP4-6-7,N,8/1/2014,Paradise,Upper,25,9,GP,NA,416,1166,L,PL,WE,250,R,N,10,10,NA,72.25,5600,17.71,11.21,41.95,11.61,4.33,5.06,NA,NA,(105)338-339,NA,NA,NA,NA,NA,PUKED REWEIGHED,N,NA,NA,NA
GPP4-6-7,NA,GPP4-6-7,O,7/24/2015,Paradise,Upper,32,11,GP,NA,416,1166,M,PL,WE,350,R,Y,5,5,NA,66.46,5900,16.58,10.94,45.02,10.72,4.18,3.46,NA,NA,(108)259-260,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4-6-8,NA,GPP4-6-8,N,8/1/2014,Paradise,Upper,25,9,GP,NA,480,1230,L,RF,T,350,R,Y,5,0,NA,62.8,4300,14.89,8.98,39.56,8.61,3.47,4.45,NA,NA,(105)340-341,NA,NA,NA,NA,NA,PRE M COLORS,N,NA,NA,NA
GPP4-7,NA,GPP4-7,N,7/2/2014,Paradise,Upper,21,7,GP,NA,159,909,L,PL,WE,350,R,N,20,15,NA,47.19,2100,12.26,8.91,27.49,7.78,2.05,2.32,NA,NA,(104) 630-631,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4-7-8,NA,GPP4-7-8,N,8/5/2014,Paradise,Upper,26,9,GP,NA,5,755,L,PL,WE,200,R,N,0,0,NA,43.6,2100,10.16,7.57,24.24,6.38,3.26,2,NA,NA,(105)506-507,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4-7-8,NA,GPP4-7-8,O,7/10/2015,Paradise,Upper,30,10,GP,NA,7,757,L,PL,WE,350,R,N,0,0,NA,51.7,3200,15.05,10.39,33.65,8.89,3.01,2.74,NA,NA,(106)373-374,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP4-8,NA,GPP4-8,N,7/2/2014,Paradise,Upper,21,7,GP,F,173,923,A,PL,WE,400,R,N,0,0,NA,72.41,6000,14.56,10.71,47.75,10.57,4.27,5.17,NA,NA,(104) 632-633,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5,NA,GPP5,N,6/21/2014,Paradise,Upper,19,7,GP,NA,119,869,L,PL,WE,450,R,N,0,0,NA,68.34,6900,18.19,10.98,44.46,11.01,5.01,4.46,NA,NA,(104) 251-252,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-6,NA,GPP5-6,N,7/2/2014,Paradise,Upper,21,7,GP,NA,176,926,L,PL,WE,350,R,N,0,0,NA,65.79,6300,13.66,11.21,41.73,11.07,4.37,3.42,NA,NA,(104) 634-636,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-6,NA,GPP5-6,O,7/9/2014,Paradise,Upper,22,8,GP,NA,178,928,M,PL,T,350,R,Y,10,5,NA,64.78,6000,16.59,11.27,40.35,10.62,3.04,3.61,NA,NA,(104) 734-736,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-6,NA,GPP5-6,O,7/14/2014,Paradise,Upper,23,8,GP,NA,178,928,M,PL,T,400,R,Y,10,5,NA,69.57,5400,18.56,10.86,39.3,9.97,3.81,3.54,NA,NA,(104) 928-929,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-6-7,NA,GPP5-6-7,N,8/5/2014,Paradise,Upper,26,9,GP,NA,12,762,L,PL,WE,350,R,N,10,5,NA,62.53,4100,15.3,9.88,35.13,10.19,3.31,3.86,NA,NA,(105)512-513,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-6-7-8,NA,GPP5-6-7-8,N,8/5/2014,Paradise,Upper,26,9,GP,M,20,770,A,PL,WE,250,R,N,0,0,NA,77.97,9600,18.61,11.77,45.96,11.14,4.93,5.13,NA,NA,(105)522-523,NA,NA,NA,NA,NA,"black bludge on right side, 4 marks",N,NA,NA,NA
GPP5-6-8,NA,GPP5-6-8,N,8/5/2014,Paradise,Upper,26,9,GP,NA,16,766,L,RF,T,350,R,N,0,0,NA,59.49,3700,14.26,9.29,36.92,9.67,4.12,4.44,NA,NA,(105)514-515,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-6-8,NA,GPP5-6-8,O,6/27/2015,Paradise,Upper,29,10,GP,NA,14,764,L,RF,T,250,R,N,5,5,NA,58.96,5300,12.94,10.66,40.63,10.53,4.13,2.93,NA,NA,(106)161-162,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-6-8,NA,GPP5-6-8,O,7/10/2015,Paradise,Upper,30,10,GP,NA,15,765,L,RF,T,300,R,N,3,0,NA,60.8,4800,14.05,10.55,43.32,9.98,4.17,3.2,NA,NA,(106)379-380,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-6-8,NA,GPP5-6-8,O,8/16/2015,Paradise,Upper,35,12,GP,NA,20,770,L,PL,T,350,R,N,5,5,NA,59.63,5700,14.34,11.23,40.72,10.16,2.7,2.99,NA,NA,(108)736-737,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-7,NA,GPP5-7,N,7/2/2014,Paradise,Upper,21,7,GP,NA,168,918,L,PL,T,300,R,N,0,0,NA,70.16,6500,15.76,10.95,41.29,10.76,3.14,2.99,NA,NA,(104) 637-638,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-8,NA,GPP5-8,N,7/2/2014,Paradise,Upper,21,7,GP,NA,182,932,L,PL,WE,500,R,N,15,0,NA,47.62,2200,11.79,8.24,28.36,7.22,2.71,2.8,NA,NA,(104) 639-640,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP5-8,NA,GPP5-8,O,7/14/2014,Paradise,Upper,23,8,GP,NA,181,931,L,PL,WE,400,R,N,15,0,NA,47.26,1900,14.03,7.88,23.47,6.63,2.53,3.7,NA,NA,(104) 930-931,NA,NA,NA,NA,NA,mislabeled as GPR5-8 in pic,N,NA,NA,NA
GPP6,NA,GPP6,N,6/21/2014,Paradise,Upper,19,7,GP,NA,133,883,A,PL,T,500,R,N,5,0,NA,88.61,11000,21.19,12.3,57.93,12.22,5.1,5.53,NA,NA,(104) 253-254,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP6-7,NA,GPP6-7,N,7/2/2014,Paradise,Upper,21,7,GP,NA,199,949,L,PL,WE,300,R,N,0,0,NA,60.93,6100,16.14,11.57,45.85,10.73,4.12,4.03,NA,NA,(104) 643-644,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP6-7-8,NA,GPP6-7-8,N,8/5/2014,Paradise,Upper,26,9,GP,NA,21,771,L,RF,WE,300,R,N,10,5,NA,65.56,6200,13.49,10,41.28,11.1,4.15,5.25,NA,NA,(105)524-525,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP6-8,NA,GPP6-8,N,7/2/2014,Paradise,Upper,21,7,GP,F,208,958,A,RF,WE,250,R,N,0,0,NA,76.05,6600,20.4,11.95,51.27,11.32,4.76,4.6,NA,NA,(104) 645-646,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP6-8,NA,GPP6-8,O,7/14/2014,Paradise,Upper,23,8,GP,F,208,958,A,RF,WE,350,R,N,5,0,NA,79.28,6200,19.5,10.48,48.28,9.47,3.18,3.43,NA,NA,(104) 932-933,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP6-8,NA,GPP6-8,O,8/5/2015,Paradise,Upper,33,11,GP,F,206,956,A,RF,T,300,R,N,5,5,NA,80.12,8400,20.22,12.3,55.11,11.91,5.51,5.68,NA,NA,(106)620-621,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP7,NA,GPP7,N,6/21/2014,Paradise,Upper,19,7,GP,NA,155,905,L,PL,WE,400,R,N,0,0,NA,42.58,2400,14.7,8.8,25.9,8.58,3.73,4.29,NA,NA,(104) 255-256,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP7-8,NA,GPP7-8,N,7/2/2014,Paradise,Upper,21,7,GP,NA,210,960,M,PL,WE,450,R,Y,10,0,NA,73.69,6900,15.69,12.17,47.62,11.53,4.23,3.25,NA,NA,(104) 647-648,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPP8,NA,GPP8,N,6/21/2014,Paradise,Upper,19,7,GP,NA,168,918,L,PL,T,300,R,N,10,2,NA,70.94,8000,18.73,10.96,42.47,10.21,4.24,4.48,NA,NA,(104) 257-258,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1,NA,GPR1,N,7/9/2012,Paradise,Lower,1,1,GP,NA,18,18,A,PL,WE,NA,R,N,10,2,NA,91.34,14500,25.56,13.72,56.01,14.53,5.48,5.36,NA,NA,100-233-241,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2,NA,GPR1-2,N,7/9/2012,Paradise,Lower,1,1,GP,NA,192,192,L,RF,WE,NA,R,N,0,0,NA,61.04,5500,15.86,12.29,41.78,10.03,3.15,4.35,NA,NA,100-278-282,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2,NA,GPR1-2,O,7/1/2014,Paradise,Lower,21,7,GP,NA,54,54,A,RF,WE,150,R,N,0,0,NA,69.86,6500,18.76,11.24,43.61,9.96,3.92,3.98,NA,NA,106-582-583,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-3,NA,GPR1-2-3,N,7/14/2012,Paradise,Lower,2,1,GP,NA,371,371,L,PL,WE,300,R,N,0,0,NA,51.07,3000,11.73,8.99,30.65,8.73,4.09,2.79,NA,NA,100-869-872,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-4,NA,GPR1-2-4,N,7/14/2012,Paradise,Lower,2,1,GP,NA,383,383,L,PL,WE,200,R,N,0,0,NA,48.53,3200,12.35,9.36,30.21,8.95,3.36,3.2,NA,NA,100-873-876,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-5,NA,GPR1-2-5,N,7/14/2012,Paradise,Lower,2,1,GP,NA,384,384,A,PL,WE,400,R,N,0,0,NA,99.04,16000,26.33,16.1,61.2,15,6.39,4.46,NA,NA,100-877-880,NA,NA,NA,NA,NA,#1 MARK IS LOW,N,NA,NA,NA
GPR1-2-5-8,NA,GPR1-2-5-8,N,7/16/2013,Paradise,Lower,11,4,GP,NA,469,469,L,PL,WE,300,R,N,0,0,NA,66.05,7200,17.73,11.71,42.3,11.65,3.76,3.33,NA,NA,104-667-670,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-5-8,NA,GPR1-2-5-8,O,7/11/2014,Paradise,Lower,22,8,GP,NA,469,469,A,RF,WE,300,R,N,2,1,NA,70.09,7700,NA,10.98,44.99,11.56,4.69,4.32,NA,NA,106-821-824,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-5-8,NA,GPR1-2-5-8,O,8/1/2014,Paradise,Lower,25,9,GP,NA,469,469,A,PL,WE,300,R,N,3,0,NA,74.08,7900,18.63,11.3,46.7,12.21,3.95,2.89,NA,NA,107-295-297,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-6,NA,GPR1-2-6,N,7/14/2012,Paradise,Lower,2,1,GP,NA,410,410,L,PL,WE,350,R,N,0,0,NA,54.62,4200,13.62,10.13,34.04,9.5,3.5,3.24,NA,NA,100-881-884,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-6-8,NA,GPR1-2-6-8,N,7/16/2013,Paradise,Lower,11,4,GP,NA,441,441,L,PL,WE,250,R,N,0,0,NA,43.06,1900,11.57,8.19,25.08,7.48,1.7,2.14,NA,NA,104-657-659,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-7,NA,GPR1-2-7,N,7/14/2012,Paradise,Lower,2,1,GP,NA,431,431,A,PL,WE,200,R,N,10,0,NA,79.77,9280,19.85,12.73,52.01,12.89,5.76,4.98,NA,NA,100-885-888,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-7-8,NA,GPR1-2-7-8,N,7/16/2013,Paradise,Lower,11,4,GP,NA,469,469,L,PL,WE,450,R,N,0,0,NA,43.76,2100,10.97,8.27,26.99,7.49,1.81,3.15,NA,NA,104-664-666,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2-8,NA,GPR1-2-8,N,7/14/2012,Paradise,Lower,2,1,GP,NA,497,497,A,PL,WE,350,R,N,0,0,NA,100.14,16500,24.53,13.76,66.51,15.17,4.5,6.33,NA,NA,100-889-891,NA,NA,NA,NA,NA,CHUNK MISSING OUT OF TAIL,N,NA,NA,NA
GPR1-2Y3,NA,GPR1-2Y3,N,8/20/2012,Paradise,Lower,6,2,GP,NA,390,390,L,PL,WE,400,R,N,0,0,NA,55.24,4400,11.1,10.01,36.19,9.78,4.06,3.42,NA,NA,102-413-416,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2Y4,NA,GPR1-2Y4,N,8/20/2012,Paradise,Lower,6,2,GP,NA,425,425,A,PL,WE,100,R,Y,0,0,NA,71.18,6100,16.58,10.86,44.56,10.56,5,5.14,NA,NA,102-417-422,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2Y4,NA,GPR1-2Y4,O,9/1/2012,Paradise,Lower,7,3,GP,NA,426,426,A,RF,WE,150,R,N,7,0,NA,71.46,5500,15.8,10.31,45.29,10.33,5.64,4.59,NA,NA,103-219-221,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2Y5,NA,GPR1-2Y5,N,8/20/2012,Paradise,Lower,6,2,GP,NA,466,466,A,RF,WE,300,R,N,0,0,NA,71.92,7800,16.67,12.1,47.32,11.06,4.97,4.25,NA,NA,102-423-428,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2Y6,NA,GPR1-2Y6,N,8/20/2012,Paradise,Lower,6,2,GP,NA,489,489,A,RF,WE,400,R,N,0,0,NA,89.26,11000,22.16,13.77,60.42,13.69,6.26,5.83,NA,NA,102-436-441,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
GPR1-2Y7,NA,GPR1-2Y7,N,9/1/2012,Paradise,Lower,7,3,GP,NA,5,5,L,RF,WE,100,R,N,0,0,NA,31.61,800,8.41,6.02,19.76,4.99,2.53,2.23,NA,NA,103-147-148,NA,NA,NA,NA,NA,NA,N,NA,NA,NA
